Date,Category,Region,Quantity,UnitPrice,TotalSales,PaymentMethod
2024-10-07,Clothing,West,5,99.09,495.47,UPI
2024-10-07,Clothing,South,5,60.25,301.24,Debit Card
2024-10-07,Electronics,West,5,240.54,1202.71,Debit Card
2024-10-07,Sports,West,5,115.31,576.54,Net Banking
2024-10-08,Clothing,South,1,39.49,39.49,UPI
2024-10-08,Electronics,South,2,359.68,719.36,UPI
2024-10-08,Books,North,1,44.17,44.17,Debit Card
2024-10-09,Home & Kitchen,East,3,189.75,569.25,UPI
2024-10-09,Home & Kitchen,West,4,83.0,332.01,Debit Card
2024-10-09,Electronics,East,2,429.5,859.0,Net Banking
2024-10-09,Home & Kitchen,East,5,55.9,279.5,Debit Card
2024-10-09,Clothing,West,3,71.72,215.15,Net Banking
2024-10-09,Electronics,West,5,330.15,1650.76,Net Banking
2024-10-10,Electronics,North,1,389.9,389.9,Credit Card
2024-10-10,Electronics,West,5,131.27,656.34,UPI
2024-10-10,Electronics,West,2,243.24,486.48,Credit Card
2024-10-10,Sports,West,2,124.5,248.99,Debit Card
2024-10-11,Home & Kitchen,North,5,115.24,576.19,Debit Card
2024-10-11,Electronics,East,5,314.74,1573.69,UPI
2024-10-11,Sports,East,1,137.58,137.58,UPI
2024-10-12,Electronics,West,1,229.92,229.92,Debit Card
2024-10-12,Electronics,West,4,353.39,1413.56,Debit Card
2024-10-12,Electronics,West,3,185.01,555.04,Debit Card
2024-10-12,Electronics,East,4,451.67,1806.68,UPI
2024-10-12,Electronics,West,3,314.45,943.35,UPI
2024-10-12,Electronics,North,1,188.96,188.96,Credit Card
2024-10-12,Home & Kitchen,East,4,197.78,791.12,Net Banking
2024-10-13,Clothing,South,1,66.18,66.18,Debit Card
2024-10-13,Home & Kitchen,South,5,147.24,736.19,Debit Card
2024-10-13,Books,South,3,23.59,70.78,UPI
2024-10-13,Clothing,South,2,49.3,98.6,Debit Card
2024-10-13,Books,West,1,33.87,33.87,Debit Card
2024-10-13,Electronics,West,3,344.14,1032.41,Net Banking
2024-10-13,Clothing,South,2,79.47,158.94,Debit Card
2024-10-14,Home & Kitchen,North,1,63.53,63.53,Credit Card
2024-10-14,Sports,North,3,119.44,358.31,UPI
2024-10-14,Home & Kitchen,East,5,127.67,638.33,UPI
2024-10-15,Electronics,West,5,325.44,1627.18,UPI
2024-10-15,Clothing,North,1,51.09,51.09,Net Banking
2024-10-15,Home & Kitchen,East,1,41.53,41.53,UPI
2024-10-15,Electronics,North,3,466.49,1399.48,Credit Card
2024-10-16,Electronics,East,2,85.83,171.65,Net Banking
2024-10-16,Clothing,West,1,54.47,54.47,Net Banking
2024-10-16,Sports,West,5,104.13,520.67,UPI
2024-10-16,Home & Kitchen,East,1,168.75,168.75,Credit Card
2024-10-17,Clothing,West,4,34.6,138.39,UPI
2024-10-17,Home & Kitchen,West,1,143.0,143.0,Credit Card
2024-10-17,Books,East,4,38.12,152.47,UPI
2024-10-18,Sports,West,5,97.1,485.48,UPI
2024-10-18,Electronics,East,4,162.36,649.42,UPI
2024-10-18,Sports,North,3,58.84,176.53,Net Banking
2024-10-18,Sports,North,3,38.66,115.97,Credit Card
2024-10-18,Sports,South,3,72.7,218.09,Credit Card
2024-10-18,Home & Kitchen,West,4,92.58,370.33,Debit Card
2024-10-18,Books,South,2,32.22,64.44,Credit Card
2024-10-19,Electronics,South,5,106.75,533.73,Net Banking
2024-10-19,Home & Kitchen,West,2,33.15,66.3,Debit Card
2024-10-19,Home & Kitchen,North,4,52.45,209.81,Debit Card
2024-10-19,Home & Kitchen,East,5,42.01,210.06,Credit Card
2024-10-19,Electronics,South,4,99.93,399.72,Debit Card
2024-10-19,Books,East,1,16.06,16.06,Debit Card
2024-10-20,Home & Kitchen,South,3,181.02,543.05,UPI
2024-10-20,Home & Kitchen,West,5,105.1,525.52,UPI
2024-10-20,Electronics,West,4,169.61,678.44,Net Banking
2024-10-20,Electronics,North,3,412.54,1237.61,Debit Card
2024-10-21,Electronics,East,4,157.54,630.18,UPI
2024-10-21,Clothing,South,2,39.94,79.87,Debit Card
2024-10-21,Home & Kitchen,South,2,81.72,163.44,Credit Card
2024-10-21,Sports,East,3,121.01,363.03,Net Banking
2024-10-21,Books,North,3,31.06,93.17,Net Banking
2024-10-22,Books,South,5,34.35,171.74,Debit Card
2024-10-22,Sports,North,4,122.72,490.87,Credit Card
2024-10-22,Clothing,East,4,21.55,86.19,Net Banking
2024-10-22,Sports,West,2,52.28,104.57,UPI
2024-10-23,Books,East,4,40.24,160.97,Credit Card
2024-10-23,Clothing,South,5,80.63,403.16,Credit Card
2024-10-23,Clothing,West,3,61.89,185.67,Debit Card
2024-10-23,Home & Kitchen,South,5,87.54,437.72,UPI
2024-10-24,Clothing,South,3,49.23,147.7,Net Banking
2024-10-24,Clothing,South,5,20.09,100.47,UPI
2024-10-24,Books,East,1,22.27,22.27,UPI
2024-10-25,Books,North,4,22.89,91.57,UPI
2024-10-25,Clothing,East,1,28.79,28.79,Net Banking
2024-10-25,Home & Kitchen,West,4,188.46,753.83,Credit Card
2024-10-25,Electronics,South,4,362.42,1449.69,Credit Card
2024-10-25,Home & Kitchen,North,4,112.58,450.31,UPI
2024-10-25,Electronics,East,2,137.87,275.75,Net Banking
2024-10-25,Clothing,North,4,23.05,92.19,Net Banking
2024-10-26,Clothing,North,4,30.55,122.18,Credit Card
2024-10-26,Clothing,South,4,39.7,158.79,Credit Card
2024-10-26,Home & Kitchen,North,3,38.96,116.88,Debit Card
2024-10-26,Electronics,West,2,149.9,299.8,Net Banking
2024-10-26,Clothing,East,5,26.1,130.52,Net Banking
2024-10-26,Electronics,South,2,499.59,999.18,UPI
2024-10-27,Electronics,West,2,317.14,634.29,Net Banking
2024-10-27,Sports,East,1,119.71,119.71,UPI
2024-10-27,Home & Kitchen,North,4,132.76,531.04,Net Banking
2024-10-27,Clothing,North,3,16.77,50.32,Net Banking
2024-10-28,Clothing,South,4,94.63,378.5,Net Banking
2024-10-28,Books,South,4,43.99,175.95,Credit Card
2024-10-28,Sports,North,2,87.4,174.8,UPI
2024-10-28,Clothing,West,3,62.66,187.98,Credit Card
2024-10-28,Clothing,North,2,79.29,158.58,Net Banking
2024-10-29,Books,East,5,44.96,224.81,Net Banking
2024-10-29,Electronics,South,5,358.81,1794.06,UPI
2024-10-29,Clothing,South,2,63.07,126.15,Net Banking
2024-10-29,Electronics,West,2,366.97,733.95,UPI
2024-10-29,Electronics,South,4,421.82,1687.26,Net Banking
2024-10-29,Sports,North,3,113.12,339.36,Debit Card
2024-10-30,Electronics,North,3,189.39,568.17,Credit Card
2024-10-30,Electronics,North,2,160.74,321.49,Credit Card
2024-10-30,Clothing,South,1,54.77,54.77,UPI
2024-10-30,Clothing,West,5,97.26,486.32,UPI
2024-10-31,Home & Kitchen,East,2,20.84,41.67,Net Banking
2024-10-31,Sports,North,4,141.0,563.98,Net Banking
2024-10-31,Clothing,South,5,24.8,124.0,Net Banking
2024-10-31,Books,North,1,12.83,12.83,Debit Card
2024-10-31,Home & Kitchen,East,5,140.18,700.91,Credit Card
2024-10-31,Home & Kitchen,South,1,117.9,117.9,Debit Card
2024-10-31,Electronics,East,2,138.56,277.11,UPI
2024-11-01,Clothing,West,1,24.2,24.2,Debit Card
2024-11-01,Home & Kitchen,South,3,23.12,69.36,Debit Card
2024-11-01,Electronics,East,3,468.75,1406.26,Credit Card
2024-11-01,Clothing,South,3,55.52,166.56,Credit Card
2024-11-01,Clothing,North,2,62.07,124.14,Net Banking
2024-11-02,Home & Kitchen,North,2,134.15,268.31,Credit Card
2024-11-02,Home & Kitchen,North,5,153.69,768.46,Debit Card
2024-11-02,Electronics,North,2,185.8,371.6,UPI
2024-11-02,Electronics,West,4,170.38,681.52,UPI
2024-11-02,Books,South,3,16.17,48.51,UPI
2024-11-02,Clothing,West,3,71.97,215.92,UPI
2024-11-03,Electronics,North,3,153.39,460.18,Debit Card
2024-11-03,Home & Kitchen,West,2,136.73,273.46,UPI
2024-11-03,Electronics,West,1,240.5,240.5,UPI
2024-11-03,Clothing,South,2,64.62,129.23,Debit Card
2024-11-04,Home & Kitchen,West,5,38.78,193.91,Net Banking
2024-11-04,Home & Kitchen,North,3,129.0,386.99,UPI
2024-11-04,Electronics,South,3,321.73,965.19,UPI
2024-11-04,Books,North,5,33.55,167.76,Debit Card
2024-11-04,Clothing,West,5,72.76,363.79,Credit Card
2024-11-04,Books,West,5,38.73,193.65,Credit Card
2024-11-04,Home & Kitchen,East,1,20.9,20.9,Debit Card
2024-11-05,Clothing,North,3,54.58,163.73,UPI
2024-11-05,Clothing,North,3,33.03,99.09,Credit Card
2024-11-05,Books,North,4,47.09,188.36,UPI
2024-11-06,Electronics,North,1,342.76,342.76,Debit Card
2024-11-06,Clothing,South,4,84.99,339.97,UPI
2024-11-06,Electronics,West,4,80.83,323.31,Credit Card
2024-11-07,Electronics,North,4,68.4,273.6,Debit Card
2024-11-07,Sports,West,2,120.64,241.28,Debit Card
2024-11-07,Books,North,3,45.57,136.71,UPI
2024-11-07,Sports,East,3,98.69,296.06,Credit Card
2024-11-08,Clothing,West,3,96.49,289.47,UPI
2024-11-08,Home & Kitchen,South,5,91.89,459.46,UPI
2024-11-08,Books,West,5,41.6,208.01,Debit Card
2024-11-08,Electronics,South,5,72.08,360.38,UPI
2024-11-08,Home & Kitchen,North,2,138.75,277.5,Debit Card
2024-11-09,Books,South,1,17.76,17.76,Net Banking
2024-11-09,Books,South,2,29.33,58.66,Credit Card
2024-11-09,Clothing,South,3,68.81,206.44,UPI
2024-11-10,Clothing,North,3,48.71,146.14,Debit Card
2024-11-10,Books,South,3,39.92,119.77,Net Banking
2024-11-10,Electronics,South,1,57.1,57.1,Net Banking
2024-11-11,Sports,North,4,25.46,101.86,UPI
2024-11-11,Electronics,West,1,287.63,287.63,Credit Card
2024-11-11,Electronics,North,3,104.18,312.54,Debit Card
2024-11-11,Clothing,North,3,75.78,227.33,Debit Card
2024-11-11,Sports,West,3,132.35,397.04,Credit Card
2024-11-12,Electronics,North,1,163.44,163.44,UPI
2024-11-12,Electronics,South,2,279.95,559.91,Net Banking
2024-11-12,Books,North,2,32.7,65.4,Debit Card
2024-11-12,Home & Kitchen,West,1,72.0,72.0,UPI
2024-11-13,Electronics,South,1,111.51,111.51,UPI
2024-11-13,Electronics,South,3,295.72,887.16,Credit Card
2024-11-13,Books,East,2,18.46,36.92,UPI
2024-11-13,Electronics,North,5,195.54,977.71,Credit Card
2024-11-13,Sports,North,1,27.07,27.07,Net Banking
2024-11-14,Home & Kitchen,South,3,175.51,526.54,Net Banking
2024-11-14,Electronics,North,3,244.69,734.07,Debit Card
2024-11-14,Electronics,East,3,453.3,1359.91,UPI
2024-11-14,Clothing,South,1,70.53,70.53,Debit Card
2024-11-14,Home & Kitchen,North,5,34.16,170.82,Net Banking
2024-11-14,Electronics,South,5,409.68,2048.4,UPI
2024-11-14,Clothing,North,5,40.71,203.55,Debit Card
2024-11-15,Home & Kitchen,South,5,161.17,805.86,UPI
2024-11-15,Electronics,North,1,296.43,296.43,Debit Card
2024-11-15,Clothing,North,3,28.63,85.89,Debit Card
2024-11-15,Sports,East,5,135.18,675.92,Net Banking
2024-11-15,Home & Kitchen,North,2,69.53,139.06,Debit Card
2024-11-16,Home & Kitchen,East,3,167.72,503.16,Net Banking
2024-11-16,Books,South,4,39.53,158.11,UPI
2024-11-16,Sports,West,1,132.46,132.46,UPI
2024-11-16,Sports,East,2,34.86,69.71,Net Banking
2024-11-16,Electronics,South,5,175.32,876.59,Debit Card
2024-11-16,Electronics,North,1,231.81,231.81,Credit Card
2024-11-17,Electronics,South,2,227.57,455.14,Credit Card
2024-11-17,Electronics,East,5,277.36,1386.82,Credit Card
2024-11-17,Clothing,East,4,88.3,353.18,Credit Card
2024-11-17,Home & Kitchen,East,1,155.58,155.58,UPI
2024-11-17,Home & Kitchen,South,5,179.79,898.94,UPI
2024-11-17,Books,East,3,39.36,118.09,UPI
2024-11-17,Books,South,1,21.37,21.37,Net Banking
2024-11-18,Books,North,2,12.0,24.0,UPI
2024-11-18,Clothing,East,2,22.86,45.71,UPI
2024-11-18,Clothing,West,4,22.2,88.79,UPI
2024-11-18,Sports,East,2,94.95,189.9,UPI
2024-11-18,Home & Kitchen,North,2,125.96,251.91,Debit Card
2024-11-19,Books,North,2,10.78,21.55,Credit Card
2024-11-19,Books,North,3,24.93,74.8,Net Banking
2024-11-19,Electronics,West,5,378.59,1892.94,Credit Card
2024-11-19,Sports,West,1,127.57,127.57,Credit Card
2024-11-19,Clothing,North,2,93.58,187.15,UPI
2024-11-19,Books,West,4,37.8,151.21,Debit Card
2024-11-19,Home & Kitchen,South,5,191.97,959.87,UPI
2024-11-20,Electronics,East,4,245.74,982.97,Debit Card
2024-11-20,Books,East,5,21.49,107.47,Debit Card
2024-11-20,Electronics,North,5,498.13,2490.65,Credit Card
2024-11-21,Electronics,East,1,181.15,181.15,Net Banking
2024-11-21,Books,West,2,26.7,53.4,Debit Card
2024-11-21,Home & Kitchen,East,2,114.13,228.26,UPI
2024-11-21,Sports,East,1,86.49,86.49,Net Banking
2024-11-22,Clothing,West,3,43.82,131.46,Credit Card
2024-11-22,Home & Kitchen,South,5,92.13,460.63,UPI
2024-11-22,Clothing,East,3,51.17,153.5,Credit Card
2024-11-22,Sports,East,5,119.39,596.96,Debit Card
2024-11-22,Books,North,4,13.21,52.83,Debit Card
2024-11-23,Electronics,North,2,125.32,250.63,UPI
2024-11-23,Books,East,2,15.87,31.73,Net Banking
2024-11-23,Electronics,North,2,415.9,831.81,Net Banking
2024-11-23,Sports,South,2,88.31,176.62,Credit Card
2024-11-23,Books,South,5,27.62,138.11,Credit Card
2024-11-24,Clothing,North,4,70.93,283.7,Credit Card
2024-11-24,Electronics,North,4,367.44,1469.78,UPI
2024-11-24,Books,South,5,43.98,219.88,Net Banking
2024-11-24,Electronics,East,2,103.97,207.95,Debit Card
2024-11-24,Sports,West,5,116.32,581.6,Net Banking
2024-11-25,Books,North,1,49.29,49.29,Credit Card
2024-11-25,Electronics,North,3,181.97,545.91,Net Banking
2024-11-25,Books,East,4,41.14,164.55,UPI
2024-11-25,Books,South,1,44.7,44.7,Debit Card
2024-11-25,Electronics,East,2,405.35,810.7,Net Banking
2024-11-25,Books,North,1,17.24,17.24,UPI
2024-11-25,Home & Kitchen,East,4,176.04,704.15,Debit Card
2024-11-26,Electronics,East,2,140.38,280.77,Net Banking
2024-11-26,Clothing,North,1,46.09,46.09,Credit Card
2024-11-26,Clothing,North,5,29.86,149.31,Net Banking
2024-11-26,Electronics,North,3,198.17,594.52,Debit Card
2024-11-27,Books,North,2,24.47,48.93,UPI
2024-11-27,Home & Kitchen,East,4,115.32,461.3,Debit Card
2024-11-27,Electronics,North,2,171.69,343.38,Debit Card
2024-11-27,Books,South,5,37.8,188.99,Debit Card
2024-11-27,Electronics,South,5,438.13,2190.63,Net Banking
2024-11-28,Clothing,West,2,80.13,160.26,UPI
2024-11-28,Electronics,East,5,128.14,640.69,Debit Card
2024-11-28,Home & Kitchen,North,1,143.27,143.27,Net Banking
2024-11-28,Home & Kitchen,East,1,176.02,176.02,Credit Card
2024-11-28,Books,West,2,47.51,95.03,UPI
2024-11-28,Books,North,5,14.49,72.45,Net Banking
2024-11-28,Sports,North,1,35.36,35.36,Net Banking
2024-11-29,Clothing,South,4,74.79,299.15,Net Banking
2024-11-29,Clothing,West,2,19.97,39.95,Credit Card
2024-11-29,Books,North,1,26.77,26.77,Net Banking
2024-11-29,Clothing,South,1,30.91,30.91,UPI
2024-11-30,Clothing,South,3,46.06,138.17,Debit Card
2024-11-30,Clothing,East,1,30.8,30.8,UPI
2024-11-30,Books,South,3,44.21,132.64,Debit Card
2024-11-30,Electronics,North,4,85.42,341.68,Net Banking
2024-11-30,Books,West,5,27.55,137.75,Net Banking
2024-12-01,Home & Kitchen,South,2,97.82,195.65,Net Banking
2024-12-01,Home & Kitchen,West,1,152.15,152.15,Net Banking
2024-12-01,Electronics,South,2,376.59,753.18,Credit Card
2024-12-01,Clothing,West,3,32.97,98.92,Net Banking
2024-12-01,Electronics,West,3,137.59,412.76,Credit Card
2024-12-01,Electronics,South,4,338.84,1355.37,Net Banking
2024-12-02,Clothing,West,5,29.83,149.14,Net Banking
2024-12-02,Books,North,5,31.3,156.5,UPI
2024-12-02,Clothing,South,2,92.48,184.97,UPI
2024-12-02,Home & Kitchen,North,1,134.08,134.08,Net Banking
2024-12-02,Sports,West,5,37.36,186.82,Credit Card
2024-12-03,Electronics,East,5,379.44,1897.22,Credit Card
2024-12-03,Clothing,South,3,70.38,211.15,Debit Card
2024-12-03,Home & Kitchen,South,1,174.15,174.15,Credit Card
2024-12-03,Clothing,East,1,98.65,98.65,Credit Card
2024-12-03,Electronics,West,2,167.38,334.75,UPI
2024-12-04,Electronics,South,3,183.8,551.41,Net Banking
2024-12-04,Clothing,North,5,15.22,76.11,Net Banking
2024-12-04,Books,North,1,48.8,48.8,UPI
2024-12-04,Books,West,2,24.42,48.85,UPI
2024-12-04,Books,South,5,32.15,160.74,Debit Card
2024-12-04,Home & Kitchen,North,1,21.31,21.31,UPI
2024-12-05,Home & Kitchen,North,4,178.91,715.62,UPI
2024-12-05,Electronics,South,5,364.9,1824.48,Net Banking
2024-12-05,Home & Kitchen,North,5,170.55,852.73,Debit Card
2024-12-05,Books,North,2,18.16,36.31,Net Banking
2024-12-05,Electronics,North,1,224.61,224.61,UPI
2024-12-05,Home & Kitchen,North,1,179.9,179.9,Debit Card
2024-12-06,Books,West,4,12.62,50.49,Net Banking
2024-12-06,Clothing,West,1,97.92,97.92,Net Banking
2024-12-06,Home & Kitchen,North,2,74.07,148.13,UPI
2024-12-06,Sports,North,2,78.62,157.24,Debit Card
2024-12-07,Books,East,3,49.66,148.98,Net Banking
2024-12-07,Home & Kitchen,South,3,139.08,417.24,Net Banking
2024-12-07,Electronics,North,2,416.69,833.38,Net Banking
2024-12-07,Electronics,West,5,350.08,1750.38,UPI
2024-12-07,Books,East,4,28.68,114.72,Credit Card
2024-12-08,Sports,West,3,40.28,120.84,Debit Card
2024-12-08,Books,West,3,25.75,77.24,Net Banking
2024-12-08,Clothing,North,2,47.42,94.83,Credit Card
2024-12-08,Electronics,East,1,148.63,148.63,Credit Card
2024-12-09,Clothing,North,4,33.4,133.59,Credit Card
2024-12-09,Books,West,2,32.24,64.49,Net Banking
2024-12-09,Clothing,South,4,48.65,194.61,Debit Card
2024-12-09,Home & Kitchen,West,4,194.36,777.44,Debit Card
2024-12-09,Electronics,South,2,487.32,974.64,Net Banking
2024-12-10,Electronics,West,4,464.18,1856.7,Debit Card
2024-12-10,Electronics,East,3,337.85,1013.54,UPI
2024-12-10,Home & Kitchen,North,5,96.14,480.71,Debit Card
2024-12-10,Clothing,North,4,85.26,341.03,Net Banking
2024-12-10,Electronics,North,2,430.3,860.6,Debit Card
2024-12-11,Sports,South,3,97.16,291.49,Credit Card
2024-12-11,Home & Kitchen,East,5,105.62,528.09,UPI
2024-12-11,Home & Kitchen,West,2,141.44,282.89,UPI
2024-12-11,Books,North,1,25.27,25.27,Credit Card
2024-12-11,Books,East,5,31.54,157.7,Credit Card
2024-12-11,Electronics,North,5,123.82,619.09,Net Banking
2024-12-12,Clothing,North,1,55.95,55.95,UPI
2024-12-12,Clothing,South,2,98.63,197.25,Debit Card
2024-12-12,Electronics,South,2,262.68,525.35,Debit Card
2024-12-12,Books,East,4,14.4,57.6,Credit Card
2024-12-13,Clothing,South,3,81.75,245.26,Net Banking
2024-12-13,Home & Kitchen,East,2,45.71,91.43,Net Banking
2024-12-13,Electronics,North,5,413.45,2067.23,UPI
2024-12-14,Electronics,North,2,133.68,267.37,UPI
2024-12-14,Electronics,North,5,356.03,1780.13,Debit Card
2024-12-14,Books,West,3,19.38,58.15,Net Banking
2024-12-14,Home & Kitchen,South,1,167.47,167.47,Net Banking
2024-12-14,Electronics,North,2,270.55,541.1,Net Banking
2024-12-15,Clothing,South,3,89.74,269.23,UPI
2024-12-15,Books,South,3,40.74,122.22,Debit Card
2024-12-15,Books,North,3,20.11,60.34,Credit Card
2024-12-15,Books,West,4,49.11,196.43,Debit Card
2024-12-15,Books,West,4,20.86,83.43,UPI
2024-12-15,Electronics,West,3,259.04,777.12,Net Banking
2024-12-15,Electronics,East,2,104.59,209.17,Credit Card
2024-12-16,Clothing,South,4,48.89,195.54,Debit Card
2024-12-16,Clothing,South,3,54.4,163.21,Debit Card
2024-12-16,Electronics,West,3,377.27,1131.81,Debit Card
2024-12-16,Sports,North,3,34.03,102.1,Debit Card
2024-12-17,Clothing,West,3,40.25,120.76,Debit Card
2024-12-17,Home & Kitchen,North,2,78.04,156.08,UPI
2024-12-17,Home & Kitchen,East,5,82.28,411.38,Debit Card
2024-12-17,Clothing,West,4,81.81,327.24,UPI
2024-12-17,Electronics,West,2,163.83,327.66,UPI
2024-12-18,Home & Kitchen,West,2,166.45,332.91,UPI
2024-12-18,Clothing,West,2,73.78,147.57,Debit Card
2024-12-18,Electronics,West,1,263.09,263.09,Net Banking
2024-12-18,Clothing,West,3,78.4,235.21,UPI
2024-12-18,Home & Kitchen,West,2,145.36,290.72,Net Banking
2024-12-19,Home & Kitchen,West,1,70.19,70.19,Net Banking
2024-12-19,Electronics,South,2,289.58,579.16,Credit Card
2024-12-19,Books,North,1,24.52,24.52,Net Banking
2024-12-19,Clothing,West,2,80.38,160.77,Credit Card
2024-12-19,Books,North,4,40.39,161.57,UPI
2024-12-20,Home & Kitchen,North,3,91.42,274.25,Credit Card
2024-12-20,Home & Kitchen,East,3,138.75,416.25,Credit Card
2024-12-20,Electronics,East,5,437.91,2189.54,Net Banking
2024-12-20,Books,South,3,12.98,38.93,UPI
2024-12-21,Clothing,East,5,77.64,388.19,UPI
2024-12-21,Home & Kitchen,East,2,69.67,139.33,Debit Card
2024-12-21,Home & Kitchen,North,1,108.1,108.1,UPI
2024-12-21,Electronics,North,1,395.76,395.76,Net Banking
2024-12-21,Electronics,North,1,424.95,424.95,UPI
2024-12-21,Home & Kitchen,North,1,125.96,125.96,UPI
2024-12-21,Clothing,South,1,86.48,86.48,Credit Card
2024-12-22,Books,West,1,21.01,21.01,Debit Card
2024-12-22,Home & Kitchen,West,1,41.73,41.73,UPI
2024-12-22,Electronics,West,3,146.64,439.93,Net Banking
2024-12-22,Electronics,North,4,414.16,1656.63,Credit Card
2024-12-22,Clothing,North,1,49.51,49.51,Net Banking
2024-12-22,Clothing,West,5,69.52,347.62,UPI
2024-12-22,Clothing,West,1,78.73,78.73,UPI
2024-12-23,Home & Kitchen,West,5,196.29,981.46,Debit Card
2024-12-23,Electronics,North,1,284.5,284.5,Net Banking
2024-12-23,Clothing,South,4,77.21,308.85,Net Banking
2024-12-24,Electronics,East,1,466.94,466.94,UPI
2024-12-24,Clothing,North,3,71.59,214.77,Debit Card
2024-12-24,Home & Kitchen,South,2,176.67,353.35,Credit Card
2024-12-24,Books,West,3,30.83,92.48,Debit Card
2024-12-24,Electronics,East,4,191.83,767.34,Net Banking
2024-12-25,Electronics,West,4,332.3,1329.18,Credit Card
2024-12-25,Electronics,East,1,327.37,327.37,Net Banking
2024-12-25,Home & Kitchen,South,2,67.96,135.93,Debit Card
2024-12-25,Electronics,South,4,174.72,698.89,Debit Card
2024-12-25,Electronics,North,5,297.9,1489.51,Debit Card
2024-12-26,Home & Kitchen,South,1,38.28,38.28,UPI
2024-12-26,Books,East,3,45.32,135.97,Credit Card
2024-12-26,Electronics,West,4,159.97,639.89,Net Banking
2024-12-27,Sports,South,2,62.23,124.46,Debit Card
2024-12-27,Sports,South,5,114.85,574.26,Net Banking
2024-12-27,Electronics,East,3,211.38,634.14,Debit Card
2024-12-27,Books,North,4,41.92,167.67,Credit Card
2024-12-28,Sports,East,1,132.48,132.48,Credit Card
2024-12-28,Books,West,3,17.3,51.91,Debit Card
2024-12-28,Electronics,North,3,275.55,826.66,Credit Card
2024-12-28,Electronics,East,5,451.77,2258.87,Credit Card
2024-12-28,Books,North,2,15.06,30.12,Net Banking
2024-12-28,Books,West,5,43.65,218.24,Credit Card
2024-12-29,Clothing,West,2,26.24,52.49,Net Banking
2024-12-29,Sports,East,1,147.82,147.82,UPI
2024-12-29,Books,West,4,17.45,69.81,Credit Card
2024-12-30,Clothing,South,3,83.08,249.25,Net Banking
2024-12-30,Electronics,East,1,405.55,405.55,Debit Card
2024-12-30,Sports,East,4,46.54,186.16,Debit Card
2024-12-30,Books,South,5,11.43,57.13,Net Banking
